Country,POP,Incomegroup,Gini
Ukraine,45.319949,Lower middle income,24.74
Indonesia,208.644079,Lower middle income,24.76
Lithuania,3.697393,High income: non-OECD,24.8
Australia,12.618559,High income: OECD,24.8
Denmark,5.382953,High income: OECD,24.8
Latvia,2.536967,High income: OECD,24.8
Slovakia,5.391728,High income: OECD,24.8
Slovakia,5.401951,High income: OECD,24.8
Slovenia,1.988527,High income: OECD,24.8
Sweden,9.303432,High income: OECD,24.8
Sweden,9.543457,High income: OECD,24.8
United Kingdom,56.220089,High income: OECD,24.8
Georgia,5.073148,Lower middle income,24.8
Moldova,4.183283,Lower middle income,24.8
Ukraine,51.42296,Lower middle income,24.8
Uzbekistan,16.40049,Lower middle income,24.8
Belarus,9.695791,Upper middle income,24.8
Ukraine,45.647497,Lower middle income,24.82
Slovenia,2.042804,High income: OECD,24.83
Slovenia,1.990924,High income: OECD,24.84
Slovenia,2.059023,High income: OECD,24.87
Australia,10.803588,High income: OECD,24.9
Australia,11.214037,High income: OECD,24.9
Australia,13.150591,High income: OECD,24.9
Czech Republic,10.506617,High income: OECD,24.9
Czech Republic,10.545161,High income: OECD,24.9
Denmark,4.798825,High income: OECD,24.9
Japan,123.658854,High income: OECD,24.9
Norway,4.891251,High income: OECD,24.9
Norway,4.891251,High income: OECD,24.9
Poland,38.094812,High income: OECD,24.9
Slovakia,5.37849,High income: OECD,24.9
Slovakia,5.384857,High income: OECD,24.9
Slovakia,5.387734,High income: OECD,24.9
Spain,39.878881,High income: OECD,24.9
Sweden,9.624247,High income: OECD,24.9
Ukraine,51.0957,Lower middle income,24.9
Belarus,10.091181,Upper middle income,24.9
Belarus,9.758817,Upper middle income,24.9
Turkmenistan,4.335991,Upper middle income,24.9
Soviet Union,,,24.9
Slovenia,2.05248,High income: OECD,24.94
Uzbekistan,19.62469,Lower middle income,24.95
Australia,12.90476,High income: OECD,25
Austria,8.015256,High income: OECD,25
Belgium,10.201758,High income: OECD,25
Czech Republic,,High income: OECD,25
Finland,5.034898,High income: OECD,25
Germany,77.657451,High income: OECD,25
Germany,77.566776,High income: OECD,25
Germany,81.993831,High income: OECD,25
Germany,82.010184,High income: OECD,25
Germany,81.96583,High income: OECD,25
Germany,81.895925,High income: OECD,25
Germany,81.809438,High income: OECD,25
Hungary,10.282937,High income: OECD,25
Latvia,2.664068,High income: OECD,25
Luxembourg,0.419974,High income: OECD,25
Netherlands,15.721627,High income: OECD,25
Netherlands,15.894016,High income: OECD,25
Norway,4.771633,High income: OECD,25
Norway,4.953945,High income: OECD,25
Poland,37.703942,High income: OECD,25
Poland,37.867481,High income: OECD,25
Poland,38.396826,High income: OECD,25
Slovakia,5.372115,High income: OECD,25
Slovenia,2.066068,High income: OECD,25
Egypt,31.37805,Lower middle income,25
Indonesia,182.177052,Lower middle income,25
Moldova,4.359496,Lower middle income,25
Ukraine,48.02663,Lower middle income,25
Bulgaria,8.790072,Upper middle income,25
Bulgaria,8.865235,Upper middle income,25
Bulgaria,8.939007,Upper middle income,25
Bulgaria,7.682614,Upper middle income,25
China,1188.450231,Upper middle income,25
"Macedonia, former Yugoslav Republic of",1.958303,Upper middle income,25
Yugoslavia,,,25
Hungary,10.409854,High income: OECD,25.05
Croatia,4.501397,High income: non-OECD,25.1
Russia,139.9,High income: non-OECD,25.1
Czech Republic,10.460022,High income: OECD,25.1
Czech Republic,10.542666,High income: OECD,25.1
Denmark,5.495302,High income: OECD,25.1
Estonia,1.493318,High income: OECD,25.1
Finland,4.937259,High income: OECD,25.1
Finland,5.009381,High income: OECD,25.1
Germany,77.570009,High income: OECD,25.1
Germany,81.699829,High income: OECD,25.1
Hungary,10.22342,High income: OECD,25.1
Iceland,0.296745,High income: OECD,25.1
Iceland,0.32103,High income: OECD,25.1
Netherlands,16.809157,High income: OECD,25.1
Norway,4.771633,High income: OECD,25.1
Norway,5.08345,High income: OECD,25.1
Slovenia,2.000783,High income: OECD,25.1
United Kingdom,56.220089,High income: OECD,25.1
Moldova,4.359496,Lower middle income,25.1
Pakistan,132.01368,Lower middle income,25.1
Ukraine,51.370009,Lower middle income,25.1
Ukraine,51.31408,Lower middle income,25.1
Bulgaria,8.552429,Upper middle income,25.1
Bulgaria,8.552429,Upper middle income,25.1
China,991.553829,Upper middle income,25.1
Poland,37.486105,High income: OECD,25.16
Australia,11.003531,High income: OECD,25.2
Czech Republic,10.330487,High income: OECD,25.2
Czech Republic,10.533985,High income: OECD,25.2
Denmark,5.466988,High income: OECD,25.2
Denmark,5.550959,High income: OECD,25.2
Finland,4.800899,High income: OECD,25.2
Finland,,High income: OECD,25.2
Germany,77.864381,High income: OECD,25.2
Hungary,10.050699,High income: OECD,25.2
Israel,1.908364,High income: OECD,25.2
Latvia,2.626695,High income: OECD,25.2
Netherlands,14.325363,High income: OECD,25.2
Norway,4.240375,High income: OECD,25.2
Norway,4.589241,High income: OECD,25.2
Slovenia,1.989042,High income: OECD,25.2
Slovenia,2.05248,High income: OECD,25.2
Spain,38.73433,High income: OECD,25.2
Sweden,8.677787,High income: OECD,25.2
Sweden,,High income: OECD,25.2
United Kingdom,55.440463,High income: OECD,25.2
Pakistan,113.616165,Lower middle income,25.2
Tajikistan,4.072967,Lower middle income,25.2
Azerbaijan,6.260734,Upper middle income,25.2
Turkmenistan,3.323673,Upper middle income,25.2
Austria,8.269372,High income: OECD,25.3
Czech Republic,10.271476,High income: OECD,25.3
Czech Republic,10.330487,High income: OECD,25.3
Denmark,5.576577,High income: OECD,25.3
Estonia,1.570926,High income: OECD,25.3
Hungary,10.282937,High income: OECD,25.3
Hungary,10.25311,High income: OECD,25.3
Netherlands,15.450803,High income: OECD,25.3
Poland,37.486105,High income: OECD,25.3
Slovakia,5.415496,High income: OECD,25.3
United Kingdom,56.221513,High income: OECD,25.3
Belarus,10.159731,Upper middle income,25.3
Belarus,10.051298,Upper middle income,25.3
China,1269.974572,Upper middle income,25.3
"Macedonia, former Yugoslav Republic of",1.956165,Upper middle income,25.3
Yugoslavia,,,25.3
Ukraine,45.830711,Lower middle income,25.32
Indonesia,220.307809,Lower middle income,25.36
Australia,17.096869,High income: OECD,25.4
Czech Republic,10.326682,High income: OECD,25.4
Czech Republic,10.460022,High income: OECD,25.4
Denmark,5.550959,High income: OECD,25.4
Finland,5.228842,High income: OECD,25.4
Finland,5.367693,High income: OECD,25.4
Finland,5.453061,High income: OECD,25.4
Germany,78.732884,High income: OECD,25.4
Germany,78.426715,High income: OECD,25.4
Hungary,10.311227,High income: OECD,25.4
Netherlands,16.749318,High income: OECD,25.4
Slovakia,5.384237,High income: OECD,25.4
Sweden,8.859106,High income: OECD,25.4
Sweden,8.942926,High income: OECD,25.4
Sweden,9.703247,High income: OECD,25.4
United Kingdom,55.611401,High income: OECD,25.4
United Kingdom,56.039166,High income: OECD,25.4
Bangladesh,60.637557,Lower middle income,25.4
Belarus,10.04418,Upper middle income,25.4
Romania,23.373155,Upper middle income,25.46
Australia,17.932214,High income: OECD,25.5
Czech Republic,10.225198,High income: OECD,25.5
Czech Republic,10.330487,High income: OECD,25.5
Denmark,5.116351,High income: OECD,25.5
Finland,5.200632,High income: OECD,25.5
Finland,5.228842,High income: OECD,25.5
Finland,5.340485,High income: OECD,25.5
Germany,77.657451,High income: OECD,25.5
Italy,57.029614,High income: OECD,25.5
Netherlands,15.128288,High income: OECD,25.5
Netherlands,15.347792,High income: OECD,25.5
Netherlands,16.631571,High income: OECD,25.5
Norway,4.334434,High income: OECD,25.5
Turkmenistan,3.572311,Upper middle income,25.5
Poland,37.867481,High income: OECD,25.53
Indonesia,217.369087,Lower middle income,25.53
Norway,4.953945,High income: OECD,25.54
Slovenia,2.062881,High income: OECD,25.59
China,1154.605773,Upper middle income,25.59
Czech Republic,10.326682,High income: OECD,25.6
Czech Republic,10.397984,High income: OECD,25.6
Czech Republic,10.506617,High income: OECD,25.6
Czech Republic,10.533985,High income: OECD,25.6
Finland,4.986705,High income: OECD,25.6
Finland,5.176482,High income: OECD,25.6
Finland,5.188446,High income: OECD,25.6
Finland,5.47966,High income: OECD,25.6
Germany,78.958237,High income: OECD,25.6
Hungary,10.064138,High income: OECD,25.6
Netherlands,15.019184,High income: OECD,25.6
Poland,37.867481,High income: OECD,25.6
Poland,38.485892,High income: OECD,25.6
Sweden,8.82672,High income: OECD,25.6
Soviet Union,,,25.6
Indonesia,206.598599,Lower middle income,25.68
Belgium,9.931873,High income: OECD,25.7
Czech Republic,10.338381,High income: OECD,25.7
Czech Republic,10.326682,High income: OECD,25.7
Czech Republic,10.280525,High income: OECD,25.7
Germany,81.569481,High income: OECD,25.7
Hungary,10.063,High income: OECD,25.7
Iceland,0.293084,High income: OECD,25.7
Iceland,0.293084,High income: OECD,25.7
Iceland,0.318042,High income: OECD,25.7
Netherlands,15.239262,High income: OECD,25.7
Netherlands,15.239262,High income: OECD,25.7
Netherlands,15.546647,High income: OECD,25.7
Netherlands,16.631571,High income: OECD,25.7
Poland,38.485892,High income: OECD,25.7
Slovakia,5.39671,High income: OECD,25.7
Slovakia,5.411377,High income: OECD,25.7
Sweden,8.7375,High income: OECD,25.7
Sweden,8.872284,High income: OECD,25.7
United Kingdom,52.787446,High income: OECD,25.7
United Kingdom,54.622769,High income: OECD,25.7
United Kingdom,56.250124,High income: OECD,25.7
Uzbekistan,20.03327,Lower middle income,25.7
China,1035.328572,Upper middle income,25.7
Kazakhstan,15.13645,Upper middle income,25.7
Kazakhstan,16.20675,Upper middle income,25.7
Kazakhstan,16.20675,Upper middle income,25.74
Austria,8.050884,High income: OECD,25.8
Austria,8.196624,High income: OECD,25.8
Czech Republic,10.338381,High income: OECD,25.8
Czech Republic,10.297977,High income: OECD,25.8
Czech Republic,10.230877,High income: OECD,25.8
Finland,4.951886,High income: OECD,25.8
Finland,5.140755,High income: OECD,25.8
Finland,5.2138,High income: OECD,25.8
Finland,5.395816,High income: OECD,25.8
Germany,78.51479,High income: OECD,25.8
Luxembourg,0.366884,High income: OECD,25.8
Luxembourg,0.451826,High income: OECD,25.8
Netherlands,14.915139,High income: OECD,25.8
Netherlands,15.636131,High income: OECD,25.8
Netherlands,16.689863,High income: OECD,25.8
Poland,34.468877,High income: OECD,25.8
Poland,37.208529,High income: OECD,25.8
Spain,38.950965,High income: OECD,25.8
Sweden,8.911899,High income: OECD,25.8
United Kingdom,53.97101,High income: OECD,25.8
United Kingdom,56.23102,High income: OECD,25.8
Armenia,3.325992,Lower middle income,25.8
Moldova,4.359496,Lower middle income,25.8
Ukraine,51.50148,Lower middle income,25.8
Bulgaria,8.840131,Upper middle income,25.8
China,1035.328572,Upper middle income,25.8
Romania,23.454143,Upper middle income,25.8
Soviet Union,,,25.8
Yugoslavia,,,25.8
Slovakia,5.372115,High income: OECD,25.81
Czech Republic,10.326682,High income: OECD,25.82
Norway,4.891251,High income: OECD,25.86
Slovakia,5.387734,High income: OECD,25.86
Denmark,5.398645,High income: OECD,25.89
Russia,147.568552,High income: non-OECD,25.9
Taiwan,17.704538,High income: non-OECD,25.9
Australia,17.325818,High income: OECD,25.9
Belgium,10.779155,High income: OECD,25.9
Belgium,11.153122,High income: OECD,25.9
Belgium,11.226322,High income: OECD,25.9
Czech Republic,10.313836,High income: OECD,25.9
Czech Republic,10.230877,High income: OECD,25.9
Czech Republic,10.271476,High income: OECD,25.9
Czech Republic,10.545314,High income: OECD,25.9
Finland,5.16478,High income: OECD,25.9
Finland,5.2666,High income: OECD,25.9
Finland,5.31417,High income: OECD,25.9
Finland,5.340485,High income: OECD,25.9
Finland,5.424644,High income: OECD,25.9
Germany,81.993831,High income: OECD,25.9
Germany,82.010184,High income: OECD,25.9
Germany,81.96583,High income: OECD,25.9
Hungary,10.224113,High income: OECD,25.9
Luxembourg,0.414,High income: OECD,25.9
Norway,5.018367,High income: OECD,25.9
Slovakia,5.406896,High income: OECD,25.9
Slovenia,2.005535,High income: OECD,25.9
Spain,39.110106,High income: OECD,25.9
Sweden,9.226333,High income: OECD,25.9
Armenia,3.325992,Lower middle income,25.9
Bangladesh,95.550798,Lower middle income,25.9
Kyrgyzstan,4.089478,Lower middle income,25.9
"Macedonia, former Yugoslav Republic of",1.969345,Upper middle income,25.9
Romania,23.373155,Upper middle income,25.9
Denmark,5.417692,High income: OECD,25.94
Lithuania,3.68125,High income: non-OECD,26
Austria,8.000453,High income: OECD,26
Austria,8.032953,High income: OECD,26
Austria,8.234858,High income: OECD,26
Belgium,9.893499,High income: OECD,26
Czech Republic,10.339439,High income: OECD,26
Czech Republic,10.225198,High income: OECD,26
Czech Republic,10.230877,High income: OECD,26
Czech Republic,10.330487,High income: OECD,26
Finland,5.200632,High income: OECD,26
Finland,5.2138,High income: OECD,26
Finland,5.246368,High income: OECD,26
Finland,5.367693,High income: OECD,26
Germany,77.570009,High income: OECD,26
Germany,78.958237,High income: OECD,26
Germany,81.870772,High income: OECD,26
"Korea, Republic of",28.702077,High income: OECD,26
Latvia,2.667309,High income: OECD,26
Luxembourg,0.42583,High income: OECD,26
Luxembourg,0.436107,High income: OECD,26
Netherlands,15.636131,High income: OECD,26
Netherlands,15.806771,High income: OECD,26
Netherlands,15.984365,High income: OECD,26
Norway,4.285504,High income: OECD,26
Norway,4.491572,High income: OECD,26
Poland,31.26236,High income: OECD,26
Slovakia,5.385192,High income: OECD,26
Slovenia,2.005535,High income: OECD,26
Spain,38.85436,High income: OECD,26
Indonesia,172.418086,Lower middle income,26
Indonesia,191.693719,Lower middle income,26
Indonesia,191.693719,Lower middle income,26
Kyrgyzstan,4.243665,Lower middle income,26
Kyrgyzstan,4.301702,Lower middle income,26
Bulgaria,8.815565,Upper middle income,26
Bulgaria,7.74274,Upper middle income,26
Soviet Union,,,26
Yugoslavia,,,26
Kyrgyzstan,4.243665,Lower middle income,26.01
Slovakia,5.401951,High income: OECD,26.02
Slovakia,5.39671,High income: OECD,26.08
Russia,144.9665,High income: non-OECD,26.1
Australia,14.368543,High income: OECD,26.1
Austria,8.331465,High income: OECD,26.1
Belgium,10.492643,High income: OECD,26.1
Finland,4.967776,High income: OECD,26.1
Finland,5.061465,High income: OECD,26.1
Finland,5.086499,High income: OECD,26.1
Finland,5.424644,High income: OECD,26.1
Finland,5.453061,High income: OECD,26.1
Germany,77.657451,High income: OECD,26.1
Germany,81.417791,High income: OECD,26.1
Germany,81.246801,High income: OECD,26.1
Luxembourg,0.419974,High income: OECD,26.1
Luxembourg,0.440198,High income: OECD,26.1
Norway,4.491572,High income: OECD,26.1
Slovakia,5.401951,High income: OECD,26.1
Slovakia,5.406896,High income: OECD,26.1
Slovakia,5.411377,High income: OECD,26.1
Slovakia,5.422861,High income: OECD,26.1
Slovenia,2.005535,High income: OECD,26.1
Slovenia,1.989042,High income: OECD,26.1
Sweden,8.616535,High income: OECD,26.1
Sweden,8.863595,High income: OECD,26.1
Bangladesh,100.779551,Lower middle income,26.1
Pakistan,52.205981,Lower middle income,26.1
Azerbaijan,5.789818,Upper middle income,26.1
Slovakia,5.415496,High income: OECD,26.12
Czech Republic,10.545161,High income: OECD,26.13
Czech Republic,10.460022,High income: OECD,26.18
Australia,,High income: OECD,26.2
Austria,8.30129,High income: OECD,26.2
Belgium,10.854388,High income: OECD,26.2
Belgium,10.929978,High income: OECD,26.2
Belgium,,High income: OECD,26.2
Finland,5.289333,High income: OECD,26.2
Germany,80.675999,High income: OECD,26.2
Hungary,10.078461,High income: OECD,26.2
Luxembourg,0.436107,High income: OECD,26.2
Netherlands,16.86802,High income: OECD,26.2
Poland,38.396826,High income: OECD,26.2
Slovakia,5.382521,High income: OECD,26.2
Slovakia,5.385192,High income: OECD,26.2
United Kingdom,55.785325,High income: OECD,26.2
Bulgaria,8.745408,Upper middle income,26.2
Bulgaria,8.745408,Upper middle income,26.2
Turkmenistan,2.946676,Upper middle income,26.2
Soviet Union,,,26.2
Soviet Union,,,26.2
Czech Republic,10.397984,High income: OECD,26.29
Lithuania,3.68125,High income: non-OECD,26.3
Malta,0.403076,High income: non-OECD,26.3
Australia,16.585905,High income: OECD,26.3
Austria,7.755143,High income: OECD,26.3
Austria,8.234858,High income: OECD,26.3
Belgium,10.70483,High income: OECD,26.3
Belgium,11.005175,High income: OECD,26.3
Finland,4.726803,High income: OECD,26.3
Finland,5.31417,High income: OECD,26.3
Finland,5.367693,High income: OECD,26.3
Germany,79.483739,High income: OECD,26.3
Germany,80.07594,High income: OECD,26.3
Iceland,0.300887,High income: OECD,26.3
Slovakia,5.386224,High income: OECD,26.3
Sweden,8.888675,High income: OECD,26.3
United Kingdom,56.283959,High income: OECD,26.3
India,1034.976626,Lower middle income,26.3
Pakistan,89.183159,Lower middle income,26.3
Pakistan,125.697651,Lower middle income,26.3
Mongolia,2.335694,Upper middle income,26.3
Kazakhstan,17.099546,Upper middle income,26.33
Hungary,10.282937,High income: OECD,26.38
Czech Republic,10.533985,High income: OECD,26.39
Norway,4.830371,High income: OECD,26.39
Turkmenistan,34.292186,Upper middle income,26.39
Russia,146.8657,High income: non-OECD,26.4
Belgium,10.632032,High income: OECD,26.4
Belgium,10.854388,High income: OECD,26.4
Germany,78.426715,High income: OECD,26.4
Germany,80.07594,High income: OECD,26.4
Germany,81.895925,High income: OECD,26.4
Netherlands,16.401105,High income: OECD,26.4
Netherlands,16.809157,High income: OECD,26.4
Netherlands,,High income: OECD,26.4
Poland,30.97552,High income: OECD,26.4
Slovakia,5.386065,High income: OECD,26.4
Slovenia,1.991487,High income: OECD,26.4
Moldova,4.289659,Lower middle income,26.4
Uzbekistan,18.71763,Lower middle income,26.4
China,1052.62241,Upper middle income,26.4
Romania,23.115921,Upper middle income,26.4
Turkmenistan,34.292186,Upper middle income,26.4
Iceland,0.318042,High income: OECD,26.43
Sweden,8.982282,High income: OECD,26.43
Indonesia,182.177052,Lower middle income,26.46
Sweden,9.087251,High income: OECD,26.47
Belarus,9.695791,Upper middle income,26.48
Croatia,4.697536,High income: non-OECD,26.5
Australia,,High income: OECD,26.5
Australia,17.538387,High income: OECD,26.5
Austria,8.30129,High income: OECD,26.5
Belgium,11.079521,High income: OECD,26.5
Denmark,5.600972,High income: OECD,26.5
Finland,5.176482,High income: OECD,26.5
Finland,5.395816,High income: OECD,26.5
"Korea, Republic of",28.702077,High income: OECD,26.5
Luxembourg,0.451826,High income: OECD,26.5
Luxembourg,0.457847,High income: OECD,26.5
Poland,38.297549,High income: OECD,26.5
Slovakia,5.406896,High income: OECD,26.5
Slovenia,2.007918,High income: OECD,26.5
United Kingdom,55.927492,High income: OECD,26.5
United Kingdom,56.337848,High income: OECD,26.5
Ukraine,51.50148,Lower middle income,26.5
Gabon,0.649719,Upper middle income,26.5
Turkmenistan,4.449427,Upper middle income,26.5
Soviet Union,,,26.5
Indonesia,223.268606,Lower middle income,26.53
Belarus,9.490962,Upper middle income,26.53
Slovakia,5.411377,High income: OECD,26.58
Belarus,9.497294,Upper middle income,26.58
Australia,13.892674,High income: OECD,26.6
Austria,8.015256,High income: OECD,26.6
Austria,8.269372,High income: OECD,26.6
Belgium,10.161914,High income: OECD,26.6
Belgium,10.929978,High income: OECD,26.6
Czech Republic,10.338381,High income: OECD,26.6
Czech Republic,10.338381,High income: OECD,26.6
Denmark,5.576577,High income: OECD,26.6
Finland,5.228842,High income: OECD,26.6
France,63.842097,High income: OECD,26.6
Germany,77.566776,High income: OECD,26.6
Germany,81.6129,High income: OECD,26.6
Germany,81.895925,High income: OECD,26.6
Iceland,0.314336,High income: OECD,26.6
Norway,4.560947,High income: OECD,26.6
United Kingdom,53.605144,High income: OECD,26.6
Uganda,9.446024,Low income,26.6
Pakistan,55.067366,Lower middle income,26.6
Azerbaijan,6.739489,Upper middle income,26.6
China,905.580445,Upper middle income,26.6
Sweden,9.303432,High income: OECD,26.61
Czech Republic,10.506617,High income: OECD,26.63
Ukraine,46.028476,Lower middle income,26.64
China,1035.328572,Upper middle income,26.69
Croatia,4.760003,High income: non-OECD,26.7
Taiwan,18.029982,High income: non-OECD,26.7
Australia,14.532401,High income: OECD,26.7
Australia,17.738428,High income: OECD,26.7
Austria,7.57366,High income: OECD,26.7
Austria,8.391986,High income: OECD,26.7
Czech Republic,10.212088,High income: OECD,26.7
Czech Republic,10.212088,High income: OECD,26.7
Estonia,1.550072,High income: OECD,26.7
Finland,4.623389,High income: OECD,26.7
Finland,5.153229,High income: OECD,26.7
Finland,5.289333,High income: OECD,26.7
Germany,78.958237,High income: OECD,26.7
Hungary,10.168101,High income: OECD,26.7
Netherlands,16.253397,High income: OECD,26.7
Norway,4.514907,High income: OECD,26.7
Poland,38.485892,High income: OECD,26.7
Slovakia,5.38548,High income: OECD,26.7
Sweden,8.84942,High income: OECD,26.7
United Kingdom,56.220089,High income: OECD,26.7
United Kingdom,56.220089,High income: OECD,26.7
Georgia,5.218973,Lower middle income,26.7
Moldova,4.364114,Lower middle income,26.7
Pakistan,107.607639,Lower middle income,26.7
Kazakhstan,16.098356,Upper middle income,26.7
"Macedonia, former Yugoslav Republic of",1.988458,Upper middle income,26.7
Romania,23.255683,Upper middle income,26.7
Kosovo,,Lower middle income,26.71
Czech Republic,10.271476,High income: OECD,26.74
Austria,8.196624,High income: OECD,26.8
Austria,8.361362,High income: OECD,26.8
Czech Republic,10.212088,High income: OECD,26.8
Denmark,5.624293,High income: OECD,26.8
Finland,5.108176,High income: OECD,26.8
Germany,81.206786,High income: OECD,26.8
Germany,81.055904,High income: OECD,26.8
Hungary,10.442721,High income: OECD,26.8
Hungary,10.141471,High income: OECD,26.8
Netherlands,14.915139,High income: OECD,26.8
Poland,30.32962,High income: OECD,26.8
Poland,38.094812,High income: OECD,26.8
Poland,38.195258,High income: OECD,26.8
Slovakia,5.384237,High income: OECD,26.8
Spain,37.704867,High income: OECD,26.8
Switzerland,7.345299,High income: OECD,26.8
Yugoslavia,,,26.8
Sweden,9.382297,High income: OECD,26.81
Kyrgyzstan,5.843617,Lower middle income,26.82
Moldova,4.07234,Lower middle income,26.83
Hungary,10.168101,High income: OECD,26.84
Denmark,5.466988,High income: OECD,26.85
Slovakia,5.39671,High income: OECD,26.87
Poland,38.094812,High income: OECD,26.89
Russia,147.568552,High income: non-OECD,26.9
Austria,8.196624,High income: OECD,26.9
Belgium,10.561436,High income: OECD,26.9
Belgium,10.70483,High income: OECD,26.9
Denmark,5.523755,High income: OECD,26.9
Denmark,5.550959,High income: OECD,26.9
Germany,78.426715,High income: OECD,26.9
Hungary,10.409854,High income: OECD,26.9
Hungary,9.988846,High income: OECD,26.9
Iceland,0.296745,High income: OECD,26.9
Netherlands,16.331646,High income: OECD,26.9
Slovakia,5.384237,High income: OECD,26.9
Slovenia,2.007918,High income: OECD,26.9
Sweden,9.303432,High income: OECD,26.9
Sweden,9.382297,High income: OECD,26.9
Armenia,3.421978,Lower middle income,26.9
Armenia,3.544695,Lower middle income,26.9
Hungary,10.195978,High income: OECD,26.92
Sweden,9.153316,High income: OECD,26.92
Bangladesh,93.015182,Lower middle income,26.92
Iceland,0.323407,High income: OECD,26.94
Czech Republic,10.230877,High income: OECD,26.95
Hungary,10.034951,High income: OECD,26.97
Latvia,2.568603,High income: OECD,26.99
Cyprus,0.717836,High income: non-OECD,27
Malta,0.397094,High income: non-OECD,27
Australia,14.054956,High income: OECD,27
Austria,7.972833,High income: OECD,27
Austria,8.486962,High income: OECD,27
Belgium,10.201758,High income: OECD,27
Belgium,10.216867,High income: OECD,27
Belgium,10.492643,High income: OECD,27
Czech Republic,10.26301,High income: OECD,27
Czech Republic,10.230877,High income: OECD,27
Denmark,5.079962,High income: OECD,27
France,60.290831,High income: OECD,27
France,60.799015,High income: OECD,27
France,61.456854,High income: OECD,27
France,61.847608,High income: OECD,27
France,62.262671,High income: OECD,27
Germany,81.206786,High income: OECD,27
Germany,81.870772,High income: OECD,27
Germany,81.809438,High income: OECD,27
Hungary,10.063,High income: OECD,27
Hungary,10.141471,High income: OECD,27
Latvia,2.568603,High income: OECD,27
Luxembourg,0.431264,High income: OECD,27
Luxembourg,0.440198,High income: OECD,27
Luxembourg,0.451826,High income: OECD,27
Luxembourg,0.507889,High income: OECD,27
Netherlands,16.076427,High income: OECD,27
Netherlands,16.167421,High income: OECD,27
New Zealand,3.290132,High income: OECD,27
Poland,27.74388,High income: OECD,27
Sweden,8.788696,High income: OECD,27
Indonesia,200.786111,Lower middle income,27
Kyrgyzstan,4.301702,Lower middle income,27
"Micronesia, Federated States of",0.108082,Lower middle income,27
Pakistan,98.301647,Lower middle income,27
China,1202.982955,Upper middle income,27
Cuba,9.634028,Upper middle income,27
"Macedonia, former Yugoslav Republic of",1.953544,Upper middle income,27
Ukraine,46.249196,Lower middle income,27.01
Iceland,0.32103,High income: OECD,27.03
Denmark,5.440696,High income: OECD,27.08
Croatia,4.776374,High income: non-OECD,27.1
Malta,0.399892,High income: non-OECD,27.1
Malta,0.415596,High income: non-OECD,27.1
Russia,147.3517,High income: non-OECD,27.1
Taiwan,19.19151,High income: non-OECD,27.1
Taiwan,19.411454,High income: non-OECD,27.1
Australia,14.211657,High income: OECD,27.1
Luxembourg,0.507889,High income: OECD,27.1
Netherlands,15.019184,High income: OECD,27.1
New Zealand,3.268192,High income: OECD,27.1
Poland,37.703942,High income: OECD,27.1
Poland,38.396826,High income: OECD,27.1
Slovenia,2.062881,High income: OECD,27.1
Sweden,8.559107,High income: OECD,27.1
Sweden,9.030163,High income: OECD,27.1
Azerbaijan,5.393681,Upper middle income,27.1
"Macedonia, former Yugoslav Republic of",1.984242,Upper middle income,27.1
Romania,23.454143,Upper middle income,27.1
Romania,23.373155,Upper middle income,27.1
Czechoslovakia,,,27.1
Finland,5.424644,High income: OECD,27.12
Sweden,9.226333,High income: OECD,27.13
Norway,4.771633,High income: OECD,27.14
Belarus,9.487674,Upper middle income,27.15
Belarus,9.500422,Upper middle income,27.18
Malta,0.414075,High income: non-OECD,27.2
Taiwan,20.503568,High income: non-OECD,27.2
Australia,,High income: OECD,27.2
Austria,,High income: OECD,27.2
Czech Republic,10.244261,High income: OECD,27.2
Hungary,10.195978,High income: OECD,27.2
Hungary,10.064138,High income: OECD,27.2
Hungary,10.034951,High income: OECD,27.2
Hungary,9.958334,High income: OECD,27.2
Luxembourg,0.519981,High income: OECD,27.2
Netherlands,14.471591,High income: OECD,27.2
Netherlands,16.575173,High income: OECD,27.2
Norway,4.440109,High income: OECD,27.2
Poland,29.58984,High income: OECD,27.2
Uganda,9.446024,Low income,27.2
Tajikistan,4.715514,Lower middle income,27.2
Belarus,10.005259,Upper middle income,27.2
China,1019.698475,Upper middle income,27.2
"Macedonia, former Yugoslav Republic of",1.964924,Upper middle income,27.2
Soviet Union,,,27.2
Yugoslavia,,,27.2
Romania,20.111664,Upper middle income,27.21
Hungary,10.224113,High income: OECD,27.22
Sweden,9.462352,High income: OECD,27.24
Slovakia,5.401951,High income: OECD,27.27
Norway,4.667105,High income: OECD,27.29
Czech Republic,10.244261,High income: OECD,27.3
Czech Republic,10.225198,High income: OECD,27.3
Czech Republic,10.211846,High income: OECD,27.3
France,63.470828,High income: OECD,27.3
Hungary,10.370223,High income: OECD,27.3
Hungary,10.370223,High income: OECD,27.3
Iceland,0.310033,High income: OECD,27.3
Luxembourg,0.465546,High income: OECD,27.3
Luxembourg,0.474705,High income: OECD,27.3
Norway,4.466468,High income: OECD,27.3
Slovenia,2.007918,High income: OECD,27.3
Slovenia,2.000783,High income: OECD,27.3
Sweden,9.462352,High income: OECD,27.3
Switzerland,7.242034,High income: OECD,27.3
Sri Lanka,12.487493,Lower middle income,27.3
China,888.132761,Upper middle income,27.3
Kazakhstan,15.94612,Upper middle income,27.3
"Macedonia, former Yugoslav Republic of",1.956165,Upper middle income,27.3
Serbia and Montenegro,,,27.3
Serbia and Montenegro,,,27.3
